subject,object,relation,paper_id,sentence_no,num_evidence
traditional monitoring methods,information,provide,"[228476, 7233]","[0, 0]",2
mun exploration vav,map,mission,"[228476, 7233]","[2, 2]",2
mun exploration vav,outfall,map,"[228476, 7233]","[2, 2]",2
mun exploration vav,concentration,measure,"[228476, 7233]","[3, 3]",2
mun exploration vav,extent of plumes,measure,"[228476, 7233]","[3, 3]",2
young people,obese body,have,"[86843, 86843]","[8, 17]",2
microbiological indicators,microbiology,indicate,"[228486, 156328]","[1, 4]",2
metals like iron,that association,responsible,"[228778, 17599]","[1, 1]",2
hemochromatosis,protein,produce,"[228778, 17599]","[2, 2]",2
a wooded pasture,wood,contain,"[228789, 228789]","[4, 8]",2
ice shelf,interconnection,represent,"[78886, 87509]","[1, 1]",2
novel approach,stm,integrate,"[150287, 5294]","[1, 1]",2
novel approach,analysis,integrate,"[150287, 5294]","[1, 1]",2
novel approach,measures from the past,incorporate,"[1777, 2400]","[7, 6]",2
stem cells,the progeny,generate,"[106700, 16019]","[0, 0]",2
stem cells,chromosome,segregate,"[124843, 124843]","[0, 1]",2
michael mann,pennsylvania state university,have-org-role,"[100246, 99902]","[3, 4]",2
anthropogenic effects,balance,damage,"[100265, 102049]","[5, 6]",2
baboon,crops,rake,"[100276, 100276]","[0, 0]",2
aquatic ecosystems,threat,face,"[100280, 79573]","[0, 0]",2
aquatic ecosystems,itism,favor,"[145196, 26814]","[8, 8]",2
robot sensors,caracteristics,profile,"[100280, 79573]","[3, 3]",2
4 aspects,question,cause,"[100304, 100341, 100475, 100528]","[0, 0, 0, 0]",4
cb,mercury,emit,"[13102, 172028]","[6, 6]",2
assemblage of lichens,lichen,contain,"[100385, 100385]","[7, 8]",2
urban planning,wind speed,improve,"[82905, 82905]","[0, 0]",2
urban planning,wind speed,increase,"[82905, 82905]","[0, 0]",2
a series of steps,step,contain,"[100700, 145811, 81740]","[4, 1, 8]",3
therapy,cells,transfer,"[104373, 104373]","[2, 3]",2
therapy,hypertensive,counter,"[179917, 179917]","[1, 9]",2
european parliament,trade schemes,implement,"[154229, 53011]","[0, 0]",2
chemical sector,pollution,source,"[41844, 41844]","[5, 5]",2
allergy,inflammatory,cause,"[107392, 14442]","[7, 4]",2
chemical mixture,chemicals,contain,"[100778, 125417, 39609]","[5, 2, 6]",3
that publication,information,contain,"[100969, 151526]","[1, 1]",2
rew yool,national oceanography centre,have-org-role,"[101492, 99736]","[3, 5]",2
wireless networks,energy,have,"[101777, 101777]","[0, 1]",2
urgent concern,shift,cause,"[101782, 9171]","[4, 4]",2
an anchor structure,static components,comprise,"[101782, 9171]","[7, 7]",2
a framework,static components,comprise,"[101782, 9171]","[7, 7]",2
fold,dynamics of course,summarize,"[101782, 9171]","[7, 7]",2
fold,delivery,summarize,"[101782, 9171]","[7, 7]",2
enfold,dynamics of course,summarize,"[101782, 9171]","[7, 7]",2
enfold,delivery,summarize,"[101782, 9171]","[7, 7]",2
microscopic examination,present,demonstrate,"[47350, 47350]","[9, 9]",2
chemical breakdown,material,recover,"[102022, 6908]","[4, 4]",2
radioactive material,sealing,need,"[102022, 6908]","[5, 5]",2
radioactive material,burying,need,"[102022, 6908]","[5, 5]",2
radioactive material,permanent isolation,need,"[102022, 6908]","[5, 5]",2
infections,drugs,resist,"[102023, 124995, 21617]","[3, 3, 2]",3
infections,cancer,cause,"[157284, 54974, 54974, 54974]","[10, 1, 1, 5]",4
infections,number of people,impact,"[21617, 21617]","[2, 2]",2
infections,national economy,impact,"[21617, 21617]","[2, 2]",2
neurologists,treatment,advocate,"[102023, 124995]","[5, 5]",2
neurologists,allocation,advocate,"[102023, 124995]","[5, 5]",2
neurologists,prevention,advocate,"[102023, 124995]","[5, 5]",2
ontario,compliance,try,"[102111, 6956]","[0, 0]",2
ontario,requirements,comply,"[102111, 6956]","[0, 0]",2
outdoor pollutants,home,penetrate,"[135083, 148507]","[2, 2]",2
pakistan,product,export,"[91729, 91729]","[1, 2]",2
edu,the plant,protect,"[111918, 152144]","[3, 0]",2
pollen data,conditions,indicate,"[75920, 24873]","[2, 2]",2
gnr,edges,have,"[102630, 102630]","[3, 5]",2
arabidopsis,tolerance,show,"[95668, 169993]","[7, 8]",2
apoptosis,p53,depend,"[102692, 115413, 131132]","[4, 2, 6]",3
initial allocation,equity,impact,"[102708, 118952]","[0, 1]",2
uv radiation,skin,affect,"[103570, 103570]","[1, 1]",2
uv radiation,hair,affect,"[103570, 103570]","[1, 1]",2
human brain,magnetoencephalography,activity,"[102829, 102829, 102829, 102829]","[2, 2, 2, 2]",4
pitch,distortion,cause,"[142314, 8884]","[6, 6]",2
a bilayer of lipids,lipoprotein,bilayer,"[102861, 125661, 131628, 177476]","[2, 3, 2, 4]",4
a bilayer of lipids,lipoprotein,contain,"[124158, 131327]","[6, 0]",2
a polluter haven,attention,receive,"[102922, 151236]","[0, 0]",2
both governments,optimal taxation,set,"[102922, 151236]","[6, 6]",2
arbitrage conditions,cheap,cause,"[102922, 151236]","[7, 7]",2
main feature,ecological environment,impact,"[8169, 169366]","[4, 4]",2
light-detective devices,light,detect,"[102946, 52496]","[2, 7]",2
noggin,bmp,antagonize,"[102993, 130459]","[7, 4]",2
conversions,challenge,meet,"[103053, 178416]","[0, 0]",2
vital meeting storage,challenge,meet,"[103053, 178416]","[0, 0]",2
nanomaterials,property or combination,offer,"[103053, 178416]","[1, 1]",2
geocode,residential information,decode,"[137863, 1725]","[5, 4]",2
microalgae,toxin,produce,"[1402, 15436]","[0, 7]",2
policy in the region of the world,emissions,affect,"[103141, 103141]","[2, 2]",2
oncogene,senescence,induce,"[103146, 107129, 107129, 132881]","[2, 1, 3, 1]",4
furnace,energy,consume,"[48474, 48474]","[0, 0]",2
biochip,microorganisms,detect,"[3740, 4129]","[0, 0]",2
thomas holzmann,uba,have-org-role,"[103382, 134730]","[5, 4]",2
a class of models,model,contain,"[103466, 15316]","[7, 1]",2
igg,b>formaldehyde-albumin/b,counter,"[82265, 82265]","[4, 5]",2
a management framework,interaction,address,"[103506, 103655]","[3, 3]",2
contribution rates,trend,show,"[30198, 30198]","[3, 4]",2
1. proposal,correlation,reflect,"[103635, 26151]","[6, 6]",2
a resource endowment,conditions,condition,"[12002, 173037]","[1, 1]",2
continents,climate footprint value,have,"[146262, 146262]","[4, 4]",2
the activity of the c-rays,part of the change,control,"[103792, 103792]","[1, 7]",2
this image,pollution,detect,"[84580, 7546]","[1, 1]",2
science elite,search,dominate,"[103825, 141067]","[2, 1]",2
diodes,light,emit,"[103948, 130625, 2430, 8497, 18864, 30333]","[1, 2, 0, 2, 1, 1]",6
buildup,perform,affect,"[166879, 167026]","[2, 2]",2
racmo2/ant,ssmb,underestimate,"[104086, 104086]","[3, 3]",2
cardiovascular disorder,mortality,cause,"[104094, 33700]","[2, 0]",2
cardiovascular disorder,death,cause,"[132031, 46220, 31940, 33700, 177366]","[3, 0, 5, 0, 0]",5
fitness,fwiw,depend,"[121673, 170769]","[7, 0]",2
i.e,a bacteria,contain,"[173440, 173440]","[1, 1]",2
products,environment,impact,"[77953, 30865]","[1, 8]",2
a series of maps,map,contain,"[104370, 4086]","[2, 2]",2
hs-d38,pnp,use,"[104428, 168715]","[1, 2]",2
hs-d38,phenol,degrade,"[172350, 172350]","[2, 3]",2
diarrhea,death,cause,"[131839, 29720]","[4, 0]",2
spss,correlation,analyze,"[149837, 8629, 166089, 169432]","[0, 5, 5, 5]",4
spss,data,analyze,"[61511, 166412]","[4, 0]",2
postal questionnaire,health,collect,"[117262, 150491]","[3, 1]",2
postal questionnaire,lifestyle data,collect,"[117262, 150491]","[3, 1]",2
several sensors,environment,navigate,"[104651, 10783]","[5, 5]",2
sas,predictability,provide,"[104671, 45724]","[6, 6]",2
sas,recommendations,provide,"[104671, 45724]","[6, 6]",2
secondary diagnosis,relationships,affect,"[104827, 47598]","[2, 2]",2
a set of proposals,proposition,contain,"[104832, 144940, 79771]","[5, 1, 2]",3
traditional analysis,quantity,generate,"[104840, 156641]","[1, 1]",2
traditional analysis,price,generate,"[104840, 156641]","[1, 1]",2
ecogem-chile,impact,analyze,"[104840, 156641]","[4, 4]",2
pca information,potential source,mirror,"[104843, 149022]","[3, 3]",2
stockholm convention,control,require,"[13406, 164949]","[0, 0]",2
smoke particles,smoking,contain,"[59680, 99578]","[1, 7]",2
other projects,emissions,reduce,"[105178, 92231]","[2, 5]",2
pacific basin countries,challenge,face,"[105246, 169004]","[0, 0]",2
kohonen,self,organize,"[105260, 56687, 5617]","[5, 1, 0]",3
upstream region,right,lose,"[105263, 105263]","[0, 0]",2
wall assembly,hygrothermal,perform,"[105264, 77814]","[2, 4]",2
circuits,signal,process,"[130177, 46893, 6159]","[3, 11, 3]",3
one point source,degrading by a stretch,continue,"[105333, 86560]","[8, 6]",2
one point source,the quality of the creek,degrade,"[105333, 86560]","[8, 6]",2
underground mining complex,water,source,"[105333, 86560]","[8, 6]",2
the body of the person,people,contain,"[105351, 2597, 30374, 38445]","[0, 0, 0, 2]",4
total load of pollutants,pollutant,contain,"[105386, 154603]","[3, 0]",2
containers,water,hold,"[131130, 176690]","[1, 7]",2
a two-stage system,two stages,contain,"[105476, 86131, 97109, 40165]","[0, 1, 1, 0]",4
livelihood,resources,depend,"[106307, 84049]","[0, 8]",2
livelihood,water,drink,"[137739, 137739, 137739]","[0, 0, 0]",3
livelihood,agriculture,dominate,"[35792, 35792]","[0, 0]",2
a set of values,value,contain,"[105512, 45221]","[4, 0]",2
ponds,irrigation,function,"[703, 11536]","[2, 2]",2
stone surface,stones,contain,"[105541, 80390]","[2, 7]",2
osn,m71,express,"[105579, 105579]","[5, 6]",2
urban technology,response,undermine,"[105589, 157327]","[2, 2]",2
urban technology,the scale of the pollution problem,expand,"[105589, 157327]","[2, 2]",2
risk,extension,belong,"[13110, 172167]","[3, 3]",2
ambient exposure,risiken,cause,"[129959, 34505]","[0, 2]",2
a bio indicator,biology,indicate,"[105730, 132292, 141479, 47261, 49757, 56407, 60685, 363, 15213, 161009, 172946, 179423]","[7, 3, 5, 4, 0, 0, 0, 1, 12, 9, 0, 0]",12
pyrethroid,lethal,affect,"[105817, 24772]","[1, 1]",2
such a reaction,survive,impair,"[105817, 24772]","[3, 3]",2
bpa,aqueous solution,pollute,"[122755, 122755]","[0, 4]",2
bpa,sexual reproduction,stimulate,"[178519, 178519]","[4, 7]",2
strategy literature,equity,attend,"[105943, 114099, 133461]","[0, 0, 0]",3
the nature of the phenomenon,time,evolve,"[105982, 117599]","[6, 3]",2
dairy cattle,sward,graz,"[106029, 106029]","[13, 13]",2
dairy cattle,environment,pollute,"[152997, 52671]","[0, 0]",2
dust aerosols,climate,affect,"[106063, 43952, 43952, 38627]","[0, 0, 0, 0]",4
dust aerosols,climate,impact,"[145170, 43952]","[0, 0]",2
dust aerosols,role,play,"[4436, 10874]","[0, 0]",2
dust aerosols,day,influence,"[162119, 162119]","[0, 0]",2
terrestrial rivers,fluvial sediments,deposit,"[106087, 106087]","[7, 7]",2
codd,death,cause,"[58866, 178951, 178951]","[6, 5, 6]",3
one year,transport,have,"[106196, 106196]","[11, 11]",2
a fleet of vehicles,a vehicle,contain,"[106211, 122031, 59681, 1474, 12655]","[1, 0, 8, 0, 4]",5
a fleet of vehicles,vehicle,contain,"[80186, 7461]","[1, 4]",2
t3 tree strip,volume r3,reduce,"[106215, 106215]","[6, 6]",2
biologic treatment,biological stability,improve,"[331, 11363]","[5, 9]",2
on the coast,atmospheric methane,source,"[106286, 106286]","[7, 7]",2
electrodes,ion,select,"[106303, 111305]","[0, 6]",2
that plant,extreme glacial conditions,withstand,"[151556, 151556]","[4, 4]",2
pka,pde4d3,stimulate,"[49129, 14530]","[5, 5]",2
a three-dimensional hydrodynamic model,distribution,study,"[674, 11492]","[4, 4]",2
fourier,traces,transform,"[5456, 5456]","[6, 7]",2
multiple logistic regression models,odds ratio,show,"[123968, 143863]","[8, 15]",2
glossina,balance,respond,"[106488, 130983]","[1, 1]",2
glossina,water,balance,"[106488, 130983]","[1, 1]",2
dynamic theory,gain,help,"[106538, 89311]","[3, 1]",2
mhc,pupil,present,"[14589, 14589]","[0, 0]",2
maurice model,current policy direction,parallel,"[106593, 118377]","[9, 6]",2
john howard,sir gustav nossal,appoint,"[117524, 117524]","[0, 0]",2
manual vehicle,manipulation,perform,"[106665, 106665, 6090]","[2, 5, 1]",3
a flame detector,ionization,detect,"[106745, 52778]","[0, 3]",2
office buildings,energy,consume,"[165298, 165298, 165367]","[1, 8, 2]",3
generations,restrictions,meet,"[147446, 7196]","[0, 0]",2
generations,energy,save,"[43152, 9444, 9444, 170288, 171471, 171471]","[0, 4, 5, 1, 4, 5]",6
transgenic wheat,drought,resist,"[106892, 106892, 135152]","[0, 0, 0]",3
oil data of britain,impact,illustrate,"[106913, 142933]","[3, 3]",2
paleoecological reconstruction,analogy,provide,"[72694, 26844]","[10, 10]",2
gfi,proliferation,restrict,"[106969, 106969]","[4, 7]",2
version,climate,sensitive,"[143518, 83396]","[1, 2]",2
version,message,pass,"[47337, 47337]","[1, 3]",2
instrumental analysis,all measurements,carry-out,"[115018, 120918]","[3, 1]",2
particle levels,particles,contain,"[107057, 54370, 175389]","[4, 2, 3]",3
industry structure,water,save,"[107076, 13386]","[3, 7]",2
industry structure,pollutant,reduce,"[107076, 13386]","[3, 7]",2
column capacity,ni,remove,"[107142, 107142]","[1, 2]",2
non-industryers,forest,own,"[107187, 161467]","[0, 1]",2
organizational measures,climate,indicate,"[107191, 107191]","[5, 5]",2
permit,emissions,allow,"[108786, 5778]","[0, 2]",2
permit,behaving,indicate,"[13295, 171347]","[6, 2]",2
the tissue of mrigala,accumulation,resist,"[107274, 107274]","[7, 9]",2
this plantation,565 000 ha,cover,"[107278, 51842]","[2, 2]",2
pinus contorta,zones,have,"[107278, 51842]","[9, 9]",2
multiple dimensions,the quality of a professional master thesis,impact,"[83248, 12732]","[3, 3]",2
sediment record,insufficient,make-up,"[369, 11245]","[5, 9]",2
initial field,simulation,yield,"[107409, 53365]","[5, 5]",2
neurotransmitter release,neurotransmitters,release,"[107420, 114139]","[0, 0]",2
cloud infrastructure,configuration,provide,"[107426, 2130]","[0, 0]",2
thermal inertia,moisture in the soil,estimate,"[145870, 166932]","[0, 0]",2
igeo,contamination,indicate,"[973, 11772]","[7, 7]",2
compilation,baseline data for the examination,provide,"[96209, 97372]","[1, 1]",2
a plantation of trees,a tree,contain,"[107543, 119375]","[0, 28]",2
k2,lead,resist,"[107594, 107594]","[0, 0]",2
anthropogenic carbon sources,additional sinking,require,"[107726, 107726]","[2, 2]",2
b>batrachochytrium dendrobatidis/b>,chytridiomycosis,cause,"[132800, 132909]","[1, 0]",2
germplasm,drought,tolerate,"[108241, 81681]","[5, 1]",2
topib,all superconductors,release,"[108315, 108315]","[2, 2]",2
nematode howardula aoronymphium,survival,affect,"[108422, 130221]","[1, 1]",2
nematode howardula aoronymphium,fertility,affect,"[108422, 130221]","[1, 1]",2
h. aoronymphium,temperature,sensitive,"[108422, 130221]","[6, 6]",2
modernization,a period of dynamism,trigger,"[56889, 3317]","[3, 3]",2
motor,p4760,produce,"[108479, 139536]","[0, 0]",2
motor,a vehicle,drive,"[147062, 147062, 147062]","[0, 0, 0]",3
motor,source,work,"[11159, 11159, 174231, 174231]","[1, 1, 1, 1]",4
motor,power,source,"[11159, 174231]","[1, 1]",2
carbon-foam,carbon,contain,"[108564, 167416, 167416]","[1, 4, 5]",3
top people,opportunity,support,"[122463, 122463]","[1, 3]",2
office equipment,power,consume,"[112, 112]","[0, 1]",2
ammonium,tolerance,enhance,"[130105, 170559]","[0, 1]",2
julian simon,the ultimate resource,author,"[108823, 51976]","[0, 0]",2
domestic environmental dilemma,international repercussions,have,"[108841, 72549]","[1, 1]",2
current scholarship on policy networks,contribution,illuminate,"[108841, 72549]","[2, 2]",2
this publication,article,contain,"[7741, 13433, 13434]","[0, 0, 0]",3
microalgal culture,tertiary bio-treatment,provide,"[108973, 24807]","[0, 0]",2
enormous volume of water,various types,limit,"[108973, 24807]","[2, 2]",2
a list of challenges,challenge,contain,"[109012, 77893]","[2, 10]",2
a class of systems,system,contain,"[156849, 3533, 9105]","[1, 1, 0]",3
data on the properties of the cirrus cloud,aid,need,"[109071, 137015]","[0, 0]",2
a nature organism,favorable season,exploit,"[109266, 177797]","[1, 1]",2
a nature organism,one style of life,switch,"[109266, 177797]","[1, 1]",2
population in the north,cold,tolerate,"[109266, 177797]","[5, 5]",2
population in the south,heat,tolerate,"[109266, 177797]","[5, 5]",2
i intron,self,splice,"[109348, 122629]","[0, 1]",2
a group of animals,disease,resist,"[8314, 169855]","[1, 1]",2
groundless,justification,cause,"[109525, 77989]","[3, 1]",2
slur,soil,contain,"[53989, 53989]","[7, 7]",2
cyanide from goldmine effluent,danger,pose,"[109632, 26693]","[4, 4]",2
detailed examination,identity,allow,"[109645, 109646]","[4, 5]",2
huhhot,air quality,improve,"[109728, 109728]","[0, 0]",2
soil microorganisms,drought,tolerate,"[119605, 119605]","[0, 0]",2
cytokine,inflammatory,favor,"[109999, 112584, 116218, 61738]","[2, 3, 7, 7]",4
cytokine,pro-inflammatory,favor,"[127603, 92139, 28748]","[4, 5, 1]",3
slime,veld,pollute,"[162075, 162075]","[4, 4]",2
multiple complex forces,growth,create,"[110061, 92594]","[2, 3]",2
atmospheric levels of ozone,ozon,contain,"[110146, 162031]","[0, 7]",2
granular anaerobic system,carbon credits,render,"[110167, 128379]","[2, 4]",2
granular anaerobic system,organic load,handle,"[110167, 128379]","[2, 4]",2
carbon credits,revenue,generate,"[110167, 128379]","[3, 5]",2
carbon credits,project,finance,"[110167, 128379]","[3, 5]",2
space reasons,edit,cause,"[110184, 99272, 99352, 99400, 99437, 99443, 99518]","[1, 1, 1, 1, 2, 3, 1]",7
dentist,gloves,wear,"[18029, 18029, 18029, 18029]","[0, 2, 2, 6]",4
wild relatives of wheat,gene sources,serve,"[110243, 25103, 179099]","[0, 0, 0]",3
wild relatives of wheat,a trait,source,"[110243, 25103, 179099]","[0, 0, 0]",3
wild wheat,drought,resist,"[110243, 110243, 25103, 25103, 179099, 179099]","[2, 4, 2, 4, 2, 4]",6
one mechanism,quantitative yields,maintain,"[110243, 25103, 179099]","[11, 11, 11]",3
a common set of experiments,experiment,contain,"[110346, 76948]","[0, 0]",2
wavelength region,a broom scanner,adopt,"[110476, 7172]","[15, 14]",2
wave regions,a convention broom scanner,use,"[110476, 7172]","[15, 14]",2
cumulative analysis,assoc,indicate,"[110486, 75070]","[6, 6]",2
buildings in europe,cool,need,"[110508, 110508]","[1, 1]",2
renal syndrome,hemorrhagic fever,cause,"[110672, 166367, 176054]","[1, 0, 1]",3
senesce,nutritional resorption,cause,"[110746, 110746]","[3, 8]",2
chemical analysis results,show,indicate,"[110855, 97454]","[2, 2]",2
chemical analysis results,pollution,show,"[14984, 26656]","[5, 5]",2
music,effecient,affect,"[6963, 167711]","[2, 2]",2
thermal plants,coal,burn,"[36980, 165462]","[9, 3]",2
t. praecox,zn,accumulate,"[111011, 111011]","[3, 3]",2
a moving system,traffic image,process,"[111245, 8930]","[4, 4]",2
leon chua,the fourth fundamental element,call,"[111309, 127275]","[1, 1]",2
a transcription activity,transcribed,activity,"[111426, 14382]","[1, 6]",2
inverter,ac,drive,"[2870, 2870]","[2, 4]",2
hydrogen sulfide,the atmosphere,pollute,"[169317, 169319]","[0, 0]",2
individual species,ecology,function,"[165707, 166258]","[0, 0]",2
perennial grass,avg,cover,"[112052, 112052]","[7, 7]",2
plate tectonics,geography,affect,"[7761, 179926]","[1, 1]",2
stigma,relationships,mediate,"[24001, 24001]","[5, 5]",2
various methodologies,urbanisation,guide,"[148561, 164127]","[2, 2]",2
language,effecient,affect,"[6963, 167711]","[2, 2]",2
opp,environment,reveal,"[112462, 170759]","[12, 12]",2
construction techniques,effecient,improve,"[98979, 98979]","[3, 7]",2
construction techniques,emissions,reduce,"[98979, 98979]","[3, 7]",2
current performance,controller,depend,"[112615, 171183]","[3, 3]",2
digital people,filter,control,"[112615, 171183]","[4, 4]",2
zero-order hold,delay,cause,"[112615, 171183]","[5, 5]",2
a mosaic of character,characters,contain,"[112688, 166742]","[3, 2]",2
vaccines,s. aponicum,counter,"[112693, 112693]","[5, 9]",2
electrode material,electrodes,contain,"[112727, 30571]","[3, 2]",2
utility companies,dem,implement,"[11430, 11430]","[3, 3]",2
utility companies,-side management,implement,"[11430, 11430]","[3, 3]",2
the main species,trays,recolonize,"[112751, 112751]","[1, 1]",2
silicone grease,silicon,contain,"[112799, 139021]","[5, 2]",2
expo,months,sensitive,"[8961, 170517]","[7, 3]",2
expo,space,sensitive,"[8961, 170517]","[7, 3]",2
0.23 hectares  of wetl,control,effective,"[112898, 47866]","[0, 0]",2
reclamation,ecology,influence,"[312, 11213]","[0, 0]",2
reclamation,ecology,impact,"[312, 11213]","[2, 2]",2
data from this study,pollution in the outdoor,concern,"[148484, 85909]","[1, 1]",2
data from this study,individual health,concern,"[148484, 85909]","[1, 1]",2
data from this study,experience after formation,suggest,"[8378, 169783]","[5, 5]",2
measurement techniques,particulate matter,improve,"[156554, 8944]","[0, 0]",2
adolescent groups,adolescents,contain,"[113082, 61155]","[7, 1]",2
hcmv,signal,induce,"[113133, 113133]","[3, 4]",2
endothelial cells,dilatation,mediated,"[98275, 98275]","[3, 3]",2
c3 plants,biomass,dominate,"[113286, 168434]","[7, 7]",2
embayment system,pollution,experience,"[113287, 26863]","[0, 0]",2
a group of birds,bird,contain,"[113305, 145321, 175543]","[5, 2, 1]",3
nonylphenol,cl,affect,"[266, 11223]","[0, 4]",2
endemical arsenic,coal,burn,"[77890, 77890]","[0, 7]",2
bchp,emissions,reduce,"[113375, 59054, 59054]","[3, 4, 5]",3
a series of laws,law,contain,"[113390, 161282]","[1, 0]",2
a series of laws,regulation,contain,"[113390, 161282]","[1, 0]",2
control in the united states,counter,measure,"[113390, 113390]","[3, 3]",2
two sets of decades of simulations,a decade-long simulation,contain,"[113398, 39186]","[1, 1]",2
symbiotic plant,oxidative stress,effect,"[57780, 57780]","[8, 8]",2
a body of scholarship,scholarships,contain,"[113431, 124364]","[3, 1]",2
cardiology disease,death,cause,"[113456, 99652]","[0, 0]",2
building envelopes,thermal,behave,"[113627, 116787]","[11, 0]",2
a set of priorities,priority,contain,"[113677, 690]","[6, 8]",2
someone,software,operate,"[122663, 168449]","[3, 3]",2
someone,artificial neural networks,know,"[122663, 168449]","[3, 3]",2
principal,cumulative variance,represent,"[7826, 173095]","[6, 2]",2
many policies,impact,account,"[113814, 175633]","[2, 2]",2
delhi,india,have-org-role,"[113814, 119442, 76825, 175633]","[3, 1, 0, 3]",4
such programs,contemporary environment,match,"[113822, 161071]","[2, 2]",2
this house,network,depend,"[3144, 3266]","[3, 3]",2
sponge,reef,dominate,"[175918, 175918]","[3, 3]",2
density gradients,evaporate,cause,"[145571, 145591]","[2, 0]",2
kant,the first method,inspire,"[114099, 133461]","[2, 2]",2
acid fog,reapiration,affect,"[114111, 125470]","[0, 2]",2
physiology,aerobic performance,limit,"[123006, 123006]","[4, 4]",2
radiation amount,surface,reach,"[114857, 116227]","[0, 0]",2
v,search space,shorten,"[2042, 2802]","[4, 4]",2
both proponents,commonality,recognize,"[114282, 24814]","[4, 4]",2
both proponents,development,recognize,"[114282, 24814]","[4, 4]",2
a diverse community,invade,resist,"[114299, 114299]","[2, 2]",2
factor,the values of the so2,estimate,"[86129, 9292]","[0, 0]",2
factor,no2 emissions,estimate,"[86129, 9292]","[0, 0]",2
nsf,ocean research coordination network,sponsor,"[12551, 13451]","[3, 1]",2
steel industry,overall energy,consume,"[11678, 11678]","[0, 0]",2
wild relatives of crops,genetic diversity,source,"[114593, 71757]","[0, 0]",2
a lot of people,leisure activities,participate,"[11908, 173573]","[7, 3]",2
vinegar,fly,attract,"[114654, 114654]","[4, 5]",2
a set of ideas,idiot,contain,"[114704, 92954, 160143]","[2, 3, 1]",3
haruhikari,drought,sensitive,"[114707, 117029]","[0, 0]",2
aes,energy,consume,"[71990, 71990]","[8, 8]",2
cubic scheme,spline,integrate,"[114842, 24835]","[0, 0]",2
capacity of p. tabulaeformis,water,hold,"[114943, 114943]","[0, 0]",2
ccd,death,cause,"[115037, 178951]","[8, 4]",2
ccd,the sun spectrum,analyze,"[167696, 167696]","[1, 1]",2
8 series,a set of tools,describe,"[115179, 139046, 158288]","[0, 0, 0]",3
8 series,processes,describe,"[115179, 139046, 158288]","[0, 0, 0]",3
missouri,lead,produce,"[115561, 115561]","[0, 0]",2
excursions,carbon isotopes,negative,"[115573, 37663]","[0, 0]",2
the spectrum of responses,response,contain,"[115594, 142014]","[4, 4]",2
carbonaceous aerosols,climate in east asia,affect,"[41943, 41943]","[1, 1]",2
logical control fuzz,logic,control,"[115855, 115855, 10601]","[0, 2, 2]",3
child population,children,contain,"[115904, 175254]","[3, 5]",2
two levels of system,super,conduct,"[115941, 115941]","[2, 3]",2
mmf,patterns,reproduce,"[116147, 57921]","[7, 5]",2
bushclover plant,drought,tolerate,"[116370, 116370]","[0, 0]",2
native analysis,drought,tolerate,"[116490, 116490]","[0, 0]",2
brush,a pen,stroke,"[116644, 116644]","[3, 3]",2
two groups of cows,cow,contain,"[116779, 149920]","[9, 3]",2
outliers,a similar matrix,produce,"[59410, 11018]","[11, 11]",2
united nations system,environment,account,"[117233, 134350]","[0, 0]",2
a group of rats,rat,contain,"[117541, 145212, 146006, 14093, 39730]","[0, 6, 0, 4, 1]",5
pollution plumes,redistribution,suffer,"[117607, 24809]","[1, 1]",2
breathe,death,cause,"[117722, 122740]","[0, 9]",2
network devices,power,consume,"[153187, 8634]","[6, 3]",2
dense network of stations,station,contain,"[117829, 97252, 178302]","[0, 1, 2]",3
oil-based drilling fluids,geochemistry log,influence,"[117889, 117889]","[0, 0]",2
oil-based drilling fluids,oil,contain,"[117889, 117889]","[0, 0]",2
a set of identification indexes,identifier index,contain,"[117949, 172031]","[2, 1]",2
rice paddies,ch4,emit,"[120949, 85920]","[2, 0]",2
slug,lettuce plant,damage,"[32780, 32780]","[2, 2]",2
citric acid,extract,effective,"[151143, 174301, 174301]","[4, 2, 2]",3
most parameters,levels of environmental quality  for surface water,meet,"[13, 11106]","[3, 3]",2
a series of questions,question,contain,"[118026, 118912, 61818, 62185, 13906, 15089]","[7, 2, 2, 2, 6, 3]",6
p. sibirica,photosynthesis,process,"[94019, 164513]","[3, 3]",2
slab,exposure,model,"[13135, 172214]","[1, 1]",2
1. plant,mycorrhizae,have,"[118117, 25318]","[2, 2]",2
4. plant,mycorrhizae,have,"[118117, 25318]","[2, 2]",2
limnodrilus,pollution,tolerate,"[118152, 118152]","[2, 8]",2
a path of growth,optimal control method,apply,"[7601, 168622]","[0, 0]",2
some experiments,outperform,demonstrate,"[138870, 57197]","[3, 4]",2
a set of proteins,protein,contain,"[118249, 152060]","[1, 9]",2
jupiter,radio,emit,"[130762, 46281, 73482]","[0, 0, 0]",3
jupiter,polar auroras,have,"[130762, 46281]","[1, 1]",2
eeeeeeee,people,contact,"[118263, 51678]","[4, 4]",2
perpetuate,contribution,cause,"[118263, 51678]","[6, 6]",2
predates,size,select,"[118269, 20981, 20981]","[3, 2, 12]",3
residence,physical health,affect,"[41627, 41627]","[0, 0]",2
residence,psychological distress,affect,"[41627, 41627, 41627]","[2, 6, 7]",3
5 plants,sewage,treat,"[118368, 130263]","[7, 0]",2
diversity of viruses,virus,contain,"[118538, 143420]","[0, 0]",2
transference,environment,pollute,"[118563, 118563]","[0, 0]",2
hiv,cells,enter,"[17724, 17724]","[0, 5]",2
chloroplast,plant biologists,curious,"[175969, 175969]","[2, 8]",2
chloroplast,metabolites,function,"[175969, 175969]","[2, 8]",2
